id,question,answer,expected_source_ids,retrieved_source_ids,relevance,groundedness,completeness,citation_correctness,unsupported_claims,hallucinated
q034,Which document explains rules for commercial enterprises?,Commercial enterprises must adhere to the rules outlined in the Law on Commercial Enterprises and the Law on Commercial Rule and Register [1]. These foundational documents are referenced within the available guidelines [4].,['law_on_commercial_enterprises'],"['supporting_msmes_sdgs_cambodia', 'online_business_registration_guide', 'online_business_registration_guide', 'supporting_msmes_sdgs_cambodia', 'gdt_tax_faq']",5,3,5,1,"['Commercial enterprises must adhere to the rules outlined in the Law on Commercial Enterprises and the Law on Commercial Rule and Register', '[1]', '[4]']",True
q035,What law should company founders consult?,"Company founders may consult the Law on Investment of the Kingdom of Cambodia [5].

This law addresses various aspects relevant to investors and businesses operating in Cambodia, including:
*   The protection of intellectual property [5].Article 20.
*   Rights concerning land use for investment projects, such as through economic land concessions or perpetual leases [5].Articles 21-23.
*   Details regarding investment incentives and eligible sectors/activities (e.g., high-tech industries) [5].Chapter 6, Article 24.",['law_on_commercial_enterprises'],"['online_business_registration_guide', 'gdt_tax_faq', 'online_business_registration_guide', 'online_business_registration_guide', 'cambodia_investment_law_2021']",5,4,2,1,['The citation [5] is not present in the provided evidence.'],True
q036,What should Cambodian employers know about labour inspections?,"Cambodian employers should know how they are expected to cooperate with labour inspectors at three stages: before, during, and after the inspection [4].

**Before the Labour Inspection:**
*   Employers shall cooperate with the labour inspection team or appointed representatives who hold an authorization letter and have decision-making rights [4].
*   They must prepare necessary documents as outlined in the letter of notification [4].

**During the Labour Inspection:**
*   Employers are required to participate in the entire process, from beginning to end, of the labour inspection [4].
*   They must cooperate by providing all relevant documents requested by the labour inspection team [4].
*   The employer must facilitate and provide an appropriate workplace for the labour inspection team to complete their tasks at the enterprise or establishment [4].

**After the Labour Inspection:**
*   Employers must review and sign both the report of labour inspection and the letter of corrective order, subsequently disseminating them to all relevant stakeholders [4].
*   They are responsible for taking necessary measures to correct any irregularities determined by the report and letter of corrective order, and implementing penalties [4].
*   If required, employers should consult legal experts or other specialists to address outstanding issues [4].

Additionally, labour inspectors can help improve working conditions, occupational health, and safety, as well as harmonize industrial relations, which helps increase productivity, efficiency, and competitiveness by addressing challenges in the implementation of various laws (including labor law, social security schemes, and trade unions law) [4].",['labour_inspection_guide'],"['labour_inspection_guide', 'labour_inspection_guide', 'labour_inspection_guide', 'labour_inspection_guide', 'cambodia_investment_law_2021']",5,5,5,2,[],False
q037,Which ministry provides guidance on labour inspections?,"The Ministry that provides guidance on labour inspections is the Ministry of Labour and Vocational Training (MLVT) [1], [2], [3].",['labour_inspection_guide'],"['labour_inspection_guide', 'labour_inspection_guide', 'labour_inspection_guide', 'labour_inspection_guide', 'labour_inspection_guide']",5,5,5,2,[],False
q038,How can a business prepare for a labour inspection?,"To prepare for a labour inspection, employers are advised to take the following steps [1]:

Before the inspection:
*   Cooperate with the labour inspection team or their appointed representatives who hold an authorization letter and have decision-making rights [1].
*   Prepare documents for inspectors as specified in the notification letter [1].

During the inspection, employers should be prepared to:
*   Participate in the entire process of the labour inspection [1].
*   Cooperate fully and provide any relevant documents requested by the labour inspection team [1].
*   Facilitate an appropriate workplace for the labour inspection team to carry out their tasks at the establishment [1].",['labour_inspection_guide'],"['labour_inspection_guide', 'labour_inspection_guide', 'labour_inspection_guide', 'labour_inspection_guide', 'labour_inspection_guide']",5,5,4,1,[],False
q039,Where are Cambodian labour inspection procedures explained?,"Understanding of Cambodian labour inspections can be found in leaflets prepared by the Ministry of Labour and Vocational Training (MLVT) to disseminate knowledge to the public, employers, employees, and related stakeholders [1].

Specifically:
*   The MLVT established a joint labour inspection team to conduct inspections of enterprises and establishments [3]. This team includes departments such as the Department of Labour Inspection, Department of Occupational Safety and Health, and others [3].
*   Labour inspection itself is described as a system to monitor law enforcement in the labour sector, implemented by designated officials (such as labour inspectors or labor administrative inspectors) [1].
*   For more information regarding labour inspection, contact details for the Ministry of Labour and Vocational Training Department of Labour Inspection are provided [2].",['labour_inspection_guide'],"['labour_inspection_guide', 'labour_inspection_guide', 'labour_inspection_guide', 'supporting_msmes_sdgs_cambodia', 'supporting_msmes_sdgs_cambodia']",5,5,5,5,[],False
q040,What guide helps employers understand labour inspections?,"According to the Ministry of Labour and Vocational Training (MLVT), a leaflet was prepared to promote an understanding of labour inspection among employers, employees, and other related stakeholders [5]. This pamphlet aims to help disseminate understanding of labour inspection in compliance with policies regarding social and labour standards [5].",['labour_inspection_guide'],"['labour_inspection_guide', 'labour_inspection_guide', 'labour_inspection_guide', 'labour_inspection_guide', 'labour_inspection_guide']",5,5,5,5,[],False
q041,What are the main stages of starting a business in Cambodia?,"Based on the evidence, starting and operating a business in Cambodia involves several main mandatory stages:

**1. Preparation and Initial Steps:**
*   Reviewing different types of business structures to determine the most suitable option for your needs [2].
*   Selecting and checking the availability of a business name [2].
*   Creating a formal plan, such as a business plan or using a Business Model Canvas, which is recommended when seeking outside financing [3], [1].

**2. Core Registration Process (Main Steps):**
The main steps for registering a business, whether through the One Portal system or a service provider, generally include:
*   Name Search and confirmation of the name [1], [2].
*   Business registration with the Ministry of Commerce (MOC) [1]. For MSMEs in the manufacturing sector, obtaining corporate certificates from the MoC is required under law [4]. The process at the MOC involves creating an online account, submitting required documents, and receiving corporate certificates [4].
*   Tax registration with the General Department of Taxation (GDT) [1]. As a registered entity, you must submit monthly and annual tax declarations to the GDT [1].
*   Declaration of opening with the Ministry of Labor and Vocational Training (MoLVT) [1]. For MSMEs in the manufacturing sector, registration is required from various departments including MoC, GDT, MLVT, and MIH, and business registration may only be completed after successful registration with all four [4].
*   Obtaining licenses and other requirements necessary based on the specific operations and industry of the business [1].

**3. Employee and Branding Compliance:**
*   If you have staff members, you must apply for the National Social Security Fund (NSSF) [1], [2].
*   You may also choose to register a trademark to protect brand assets such as your business name or logo [1].",['khmersme_starting_business'],"['khmersme_starting_business', 'khmersme_starting_business_step_5', 'khmersme_starting_business', 'supporting_msmes_sdgs_cambodia', 'supporting_msmes_sdgs_cambodia']",5,5,5,5,[],False
q042,Where can Cambodian entrepreneurs find startup guidance?,"Cambodian entrepreneurs can find startup guidance through several sources:

*   **Official Government Systems:** To prepare and start a business, the One Portal system from the Ministry of Economy and Finance is recommended [2]. This process involves multiple steps with various governmental departments, including registering with the MOC (Ministry of Commerce), getting tax registration with GDT (General Department of Tax), declaring opening with MoLVT (Ministry of Labour and Vocational Training), and securing necessary licenses [2].
*   **Resource Networks:** For guidance on funding decisions, entrepreneurs can seek ""counselling services through our resource partner network (see Service Providers)"" [2].",['khmersme_starting_business'],"['supporting_msmes_sdgs_cambodia', 'khmersme_starting_business', 'supporting_msmes_sdgs_cambodia', 'supporting_msmes_sdgs_cambodia', 'supporting_msmes_sdgs_cambodia']",5,5,5,5,[],False
q043,What should I consider before starting a small business?,"Before starting a small business, you should consider several key areas ranging from self-evaluation and market viability to formal planning and legal requirements.

**1. Readiness and Strategy:**
*   **Self-Assessment:** Critically evaluate whether entrepreneurship is suitable for you, recognizing that owning a business requires effort and commitment, and profitability may take time [3], [4].
*   **Idea Refinement:** Utilize tools such as the Business Model Canvas (BMC) to structure your thinking regarding key elements like value proposition, customer segments, revenue streams, channels, cost structure, and key partners [4].
*   **Planning:** Create a business plan, which acts as a ""road map"" to help you manage goals and track progress. Even if you are starting small, this plan should outline how much money is needed, how to achieve profitability, and the longer-term vision [1].

**2. Market Research and Validation:**
*   **Target Market:** Understand your potential customers by gathering primary research (through surveys or interviews) and secondary research using existing data like government statistics [4]. You must understand their needs, pain points, and how they make purchasing decisions [4].
*   **Competition:** Research competitors thoroughly. Learn what value they provide and identify anything they are missing. Simultaneously, check for market saturation to determine if the area is already too crowded [1], [4].
*   **Differentiation:** Define your Unique Selling Proposition (USP). Simply copying another idea is not effective; you must explain how you will stand out—whether through specialized service, lower price, or a unique offering [1].
*   **Testing:** Validate your idea by field testing it. Speak with potential customers or run pre-sale campaigns to gauge genuine interest and willingness to pay for your product or service [1].

**3. Legal Requirements in Cambodia:**
*   **Registration is mandatory:** To start and operate a business in Cambodia, you must get registered [1].
*   **Process Guidance (Official):** The process can be initiated through the One Portal system, supported by a User Guide from the Ministry of Economy and Finance [1], [2].
*   **Required Steps:** The general steps for registration include:
    *   Name Search and confirmation [2].
    *   Business registration with the MOC [2].
    *   Tax registration with GDT (General Department of Tax) [2].
    *   Declaration of opening with MoLVT [2].
    *   Obtaining necessary licenses, as additional permits may be required based on your industry and activities [2].
*   **Staffing/Branding:** If you have staff members, you must apply for the National Social Security Fund (NSSF) [2]. You may also consider registering a trademark to protect your brand assets [2].",['khmersme_starting_business'],"['khmersme_starting_business', 'khmersme_starting_business', 'khmersme_starting_business_step_1', 'khmersme_starting_business', 'online_business_registration_guide']",5,5,4,2,[],False
q044,Which KhmerSME resource gives an overview of starting a business?,The knowledge base does not contain enough information to answer this question.,['khmersme_starting_business'],"['supporting_msmes_sdgs_cambodia', 'supporting_msmes_sdgs_cambodia', 'supporting_msmes_sdgs_cambodia', 'supporting_msmes_sdgs_cambodia', 'supporting_msmes_sdgs_cambodia']",5,5,5,5,[],False
q045,How can KhmerSME help a first-time entrepreneur?,The knowledge base does not contain enough information to answer this question.,['khmersme_starting_business'],"['supporting_msmes_sdgs_cambodia', 'supporting_msmes_sdgs_cambodia', 'supporting_msmes_sdgs_cambodia', 'supporting_msmes_sdgs_cambodia', 'supporting_msmes_sdgs_cambodia']",5,5,5,5,[],False
q046,How should a Cambodian entrepreneur conduct market research?,"To conduct market research, an entrepreneur should:

1.  **Analyze the Market and Competition:**
    *   Examine competitors to determine what value they provide and where gaps exist [1].
    *   Check if the intended market is saturated; if so, develop a Unique Selling Proposition (USP) to stand out from others, such as by offering specialized service or a lower price [1].
    *   Determine the potential market size and the portion that can be captured [1].

2.  **Validate the Idea:**
    *   Field test the product or service by speaking with potential customers to gauge their interest and willingness to pay [1].
    *   Methods for gauging interest include sending out surveys, talking to people in person or on social media, running ads, or attempting a pre-sale campaign [1].",['khmersme_starting_business_step_3'],"['khmersme_starting_business', 'supporting_msmes_sdgs_cambodia', 'supporting_msmes_sdgs_cambodia', 'supporting_msmes_sdgs_cambodia', 'supporting_msmes_sdgs_cambodia']",5,5,5,5,[],False
q047,Why is market research important before launching a business?,"Market research is essential before launching a business because it helps you understand your customers and target market [1], [3]. It allows you to make informed decisions regarding the marketing of your products and services [1], [3].

Key reasons for conducting market research include:

*   **Understanding Customers:** You must understand who will buy your product, their needs and pain points, how they make purchasing decisions, and how you can reach and communicate with them [1], [3].
*   **Assessing Competition and Saturation:** Market research helps you know your competition so you can beat them [1], [3]. It is also crucial to check for market saturation, ensuring there are enough customers for the type of business you plan to run [1].
*   **Validating Your Idea:** You should field test your idea, product, or service by speaking with potential customers and gathering feedback to gauge their interest and willingness to pay [5].

Additionally, secondary research allows you to use data already collected and analyzed by others, such as government statistics and trade publications [1], [3].",['khmersme_starting_business_step_3'],"['khmersme_starting_business_step_3', 'supporting_msmes_sdgs_cambodia', 'khmersme_starting_business', 'khmersme_starting_business_step_1', 'khmersme_starting_business']",5,5,5,2,[],False
q048,What should market research cover for a startup?,"Market research should cover several key areas to help a startup understand its customers and target market [1].

According to the evidence, the scope of market research should include:

*   **Target Audience Evaluation:** You must understand who will purchase your product or service, why they will buy it, what their needs and pain points are, how they make purchasing decisions, where you can reach them, and how you will communicate with them [1].
*   **Competition and Market Saturation Analysis:** Research is needed on knowing the competition so that you can beat them and prevent them from losing customers [1]. Specifically, study how competitors attract customers and what value they provide [1], [5]. Simultaneously, check if the market may already be saturated with numerous businesses offering similar products or services [1]. If entering a crowded market, defining a Unique Selling Proposition (USP) is essential, such as having a more specialized service, a lower price, or something nobody else offers; simply copying another idea is not a winning approach [1], [5].
*   **Market Potential:** You need to understand the overall market size and the portion of this that you can potentially capture [1], [5].
*   **Idea Validation (Field Testing):** It is important to field test your idea, product, or service. This involves speaking with potential customers to gauge their interest level and whether they are willing to pay for your proposed offering. Methods include sending out surveys, talking to people in person or on social media, running advertisements, or attempting a pre-sale campaign [1], [5].

Market research can utilize primary data (gathering first-hand information through interviews and surveys) and secondary data (using data that has already been collected by others, such as government statistics and trade publications) [1].",['khmersme_starting_business_step_3'],"['khmersme_starting_business_step_3', 'technology_adoption_transfer_cambodia', 'technology_adoption_transfer_cambodia', 'technology_adoption_transfer_cambodia', 'khmersme_starting_business']",5,4,5,2,['prevent them from losing customers'],True
q049,Where can I learn about researching a Cambodian market?,"For training sessions or professional certificates in Market Research, you are advised to explore the extensive offerings available in the EVENTS & TRAININGS section, which contains educational resources and study materials to enhance your skills [2].

Generally, conducting market research involves:
*   Checking for market saturation by analyzing if the area is already crowded with similar businesses offering products or services [2].
*   Identifying a Unique Selling Proposition (USP) so you can stand out in a crowded market [2].
*   Validating your idea by speaking to potential customers and gathering feedback through surveys, talking in person, running ads, or attempting pre-sale campaigns [2].",['khmersme_starting_business_step_3'],"['supporting_msmes_sdgs_cambodia', 'khmersme_starting_business', 'labour_inspection_guide', 'technology_adoption_transfer_cambodia', 'supporting_msmes_sdgs_cambodia']",5,5,5,1,[],False
q050,At which startup stage should market research be conducted?,The knowledge base does not contain enough information to answer this question.,['khmersme_starting_business_step_3'],"['khmersme_starting_business_step_3', 'technology_adoption_transfer_cambodia', 'technology_adoption_transfer_cambodia', 'technology_adoption_transfer_cambodia', 'technology_adoption_transfer_cambodia']",1,1,1,1,['The knowledge base does not contain enough information to answer this question.'],True
q051,How should an entrepreneur write a business plan?,"A formal business plan typically includes several key elements [4]. These core components are:

*   Executive Summary
*   Your team
*   Company overview
*   Industry and Market Analysis
*   Marketing Plan
*   Operational Plan
*   Financial Strategy [4]

The type and level of detail required in the plan depend on its ultimate purpose [1], [4]:

*   If you are seeking investment or a loan, you must describe your operations and financial forecasts in greater detail than if the plan is only for internal guidance [1], [4].
*   Even if starting small with personal funds, a business plan serves as a roadmap to help manage goals, track progress, and plan required funding and profitability [1].

For support while writing the plan, you can check lists of training opportunities or service providers [1], [4].",['khmersme_starting_business_step_4'],"['khmersme_starting_business_step_4', 'online_business_registration_guide', 'khmersme_starting_business_step_8', 'khmersme_starting_business', 'online_business_registration_guide']",5,5,5,5,[],False
q052,What is the purpose of a startup business plan?,"The purpose of a business plan depends on whether it is intended for internal use or external financing, but generally, it serves several key functions:

1.  **For Financing and Investment:** A business plan is mandatory if you are seeking outside funding through a loan or investment [1], [2]. If the goal is to raise capital, the document must describe operations and financial forecasts in greater detail compared to an internal plan [1], [2].
2.  **For Planning and Strategy (Internal/External):** It acts as a roadmap for the business, serving as a tool to help manage goals and track progress [1], [2]. Even if starting small with personal funds, it helps plan:
    *   How much money is needed to start [1], [2].
    *   How to achieve profitability [1], [2].
    *   What actions need to be taken and what the long-term future should look like [1], [2].
3.  **For Review and Growth:** The plan can also be used in conjunction with tools like the Business Model Canvas to re-evaluate and reassess strategy for future growth based on real-world experience [3].

***

*Note: While a business plan is useful regardless of purpose, if you are only using it as an internal document, you do not need to provide as much detail as when seeking investment or a loan [1], [2].*",['khmersme_starting_business_step_4'],"['khmersme_starting_business_step_4', 'khmersme_starting_business', 'khmersme_starting_business_step_8', 'khmersme_starting_business_step_2', 'khmersme_starting_business']",5,5,5,3,[],False
q053,Where can Cambodian SMEs find business plan guidance?,The knowledge base does not contain enough information to answer this question.,['khmersme_starting_business_step_4'],"['supporting_msmes_sdgs_cambodia', 'supporting_msmes_sdgs_cambodia', 'supporting_msmes_sdgs_cambodia', 'supporting_msmes_sdgs_cambodia', 'supporting_msmes_sdgs_cambodia']",5,5,5,5,[],False
q054,What should be planned before business operations begin?,"Before business operations begin, several critical areas must be planned and addressed, including refining the business idea, conducting thorough market research, formalizing plans in a Business Plan, and completing legal registration requirements.

**1. Idea Validation and Planning:**
*   **Evaluate Readiness:** First, an entrepreneur should critically evaluate themselves to ensure they are prepared for the effort and commitment required for owning a business [3], [5].
*   **Refine the Concept:** Use tools like the Business Model Canvas to refine your initial idea. This helps define key areas such as customer segments, value proposition (what problems you solve), revenue streams, channels, key activities, key resources, key partners, and cost structure [5].
*   **Market Research:** Conduct market research using both primary (surveys, interviews) and secondary data (government statistics) sources [5]. This step helps determine the target audience, their needs, pain points, and how they make purchasing decisions [5]. Competition should be researched to identify what value competitors provide and where they might have gaps [5].
*   **Address Market Saturation:** If entering an already crowded market, it is essential to define a Unique Selling Proposition (USP) to ensure the business stands out [4].

**2. Documentation (The Business Plan):**
A formal business plan is required whether seeking external financing or simply for internal guidance, as it serves as a roadmap for managing goals and tracking progress [1], [4]. The content should be detailed, particularly regarding operations and financial forecasts if raising investment or loans [1]. Most formal plans contain elements such as:
*   Executive Summary [4]
*   Company overview [4]
*   Industry and Market Analysis [4]
*   Marketing Plan [4]
*   Operational Plan [4]
*   Financial Strategy (including projections on how much money is needed to get started and how the business will become profitable) [1], [4].

**3. Legal and Operational Setup in Cambodia:**
To start and operate a business, registration must occur using official channels:
*   **Registration Process:** In Cambodia, new businesses are registered through the One Portal system, following guidelines provided by the Ministry of Economy and Finance [2], [4]. Key steps include:
    1. Name Search and confirmation [2], [4].
    2. Business registration with MOC (Ministry of Commerce) [2], [4].
    3. Tax registration with GDT (General Department of Tax) [2], [4].
    4. Declaration of opening with MoLVT (Ministry of Labour and Vocational Training) [2], [4].
*   **Licenses and Permits:** Businesses must secure additional licenses and permits, which are dependent on the specific industry and type of operation [2].
*   **Trademarks:** It is advisable to register a trademark to protect brand assets like names or logos [2].",['khmersme_starting_business_step_4'],"['khmersme_starting_business_step_4', 'khmersme_starting_business', 'khmersme_starting_business_step_1', 'khmersme_starting_business', 'khmersme_starting_business']",5,5,5,1,[],False
q055,Why does a new business need a written plan?,"A business plan serves multiple purposes for a new business:

*   **For Financing:** It is mandatory if the business plans to secure outside financing through a loan or investment [1], [3]. When seeking investment or a loan, the plan must describe operations and financial forecasts in significant detail [1], [3].
*   **For Internal Guidance (Regardless of Funding):** Even if you are starting small using your own funds, a business plan acts as a roadmap for the business and can help with:
    *   Planning how much money is needed to get started [1], [3].
    *   Determining how to become profitable [1], [3].
    *   Outlining necessary actions and what the longer-term future looks like [1], [3].
    *   Serving as a tool to manage goals and track progress [1], [3].",['khmersme_starting_business_step_4'],"['khmersme_starting_business_step_4', 'online_business_registration_guide', 'khmersme_starting_business', 'khmersme_starting_business_step_8', 'online_business_registration_guide']",5,5,5,1,[],False
q056,How can an entrepreneur make a Cambodian business legal?,"To make a business legal in Cambodia, an entrepreneur must get registered and can utilize the One Portal system for this process, which has a User Guide provided by the Ministry of Economy and Finance [1], [3].

The general steps involve:

**Preparation and Registration:**
*   Reviewing different types of business structures to determine the best fit for your venture [3].
*   Deciding on a name and confirming its availability [3].
*   Commencing the main registration process, which includes these core stages:
    1.  Name Search and confirmation [1].
    2.  Business registration with the MOC (Ministry of Commerce) [1].
    3.  Tax registration with GDT (General Department of Tax) [1].
    4.  Declaration of opening with MoLVT (Ministry of Labour and Vocational Training, or related ministry) [1].
    5.  Obtaining necessary licensing and permits; these requirements vary based on the type of business and industry [1].

**Other Requirements:**
*   If you have staff members, you will need to apply for National Social Security Fund (NSSF) coverage [1].
*   You may also choose to register a trademark to protect your brand assets, such as your logo or business name [1].",['khmersme_starting_business_step_5'],"['khmersme_starting_business', 'supporting_msmes_sdgs_cambodia', 'khmersme_starting_business', 'supporting_msmes_sdgs_cambodia', 'supporting_msmes_sdgs_cambodia']",5,5,5,5,[],False
q057,What registration step makes a startup legally compliant?,"Completing the business registration procedure through the new IT business registration platform (Single Portal) allows a business to obtain digital licenses or certificates within up to 8 working days, making it legally compliant [2].",['khmersme_starting_business_step_5'],"['online_business_registration_guide', 'online_business_registration_guide', 'supporting_msmes_sdgs_cambodia', 'online_business_registration_guide', 'obr_who_can_register']",4,3,1,1,['making it legally compliant'],True
q058,Where does KhmerSME explain business legalization?,The knowledge base does not contain enough information to answer this question.,['khmersme_starting_business_step_5'],"['supporting_msmes_sdgs_cambodia', 'supporting_msmes_sdgs_cambodia', 'supporting_msmes_sdgs_cambodia', 'supporting_msmes_sdgs_cambodia', 'supporting_msmes_sdgs_cambodia']",5,5,5,5,[],False
q059,What legal formalization should a new business consider?,"A new business must select an appropriate form of enterprise or legal structure, which may include:

**Primary Forms of Enterprises:**
*   Sole Proprietorship: This form has a single owner, is considered an unlimited liability company, and is not a legal entity; its assets and liabilities belong to the proprietor [3].
*   Partnership: A partnership is formed by a contract between two or more persons. It can be general or limited [3], is managed by general partners, and is a legal entity [3].
*   Company (Limited Liability Company/LLC): This type of enterprise has separated legal entity from its shareholders; the shareholders are responsible only for the number of shares they have bought [1], [3]. A company structure may include either a private limited company or a public limited company [1], [3].
*   Public Limited Company: This is authorized by law to issue securities to the public, distinguishing it from a private limited company [1].

**Foreign Business Structures:**
If the business is related to a foreign entity, three sub-forms may apply:
*   Foreign branch office [1], [3]
*   Commercial representative office [1], [3]
*   Subsidiary: Any subsidiary must be registered in the form of a partnership or company [3].

**Post-Registration Requirements:**
Regardless of the initial legal structure, a business should also consider applying for specialized licenses depending on its activities (e.g., obtaining specialized licenses from the Ministry of Tourism if running both a hotel and restaurant) [5].",['khmersme_starting_business_step_5'],"['online_business_registration_guide', 'online_business_registration_guide', 'online_business_registration_guide', 'gdt_tax_faq', 'obr_post_registration_obligations']",5,5,5,1,[],False
q060,When should a startup address legal registration?,The knowledge base does not contain enough information to answer this question.,['khmersme_starting_business_step_5'],"['online_business_registration_guide', 'online_business_registration_guide', 'gdt_tax_faq', 'online_business_registration_guide', 'online_business_registration_guide']",5,5,5,5,[],False
q061,What financing options should a Cambodian startup consider?,"A Cambodian startup may consider several financing options and funding approaches, including:

**Funding Approaches:**
*   Self-funding through personal resources [2].
*   Securing venture capital from investors [2].
*   Utilizing crowdfunding methods [2].
*   Obtaining a small business loan or accessing SME investment programs [2].

**Types of Financing and Support:**
For financing specific areas of the business (such as property, vehicles, machinery, tools, or inventory), available options include:
*   Loans from a bank or Microfinance Institution (MFI) [2].
*   A line of credit [2].
*   Leasing arrangements [2].
*   Trade credit provided by suppliers [2].
*   Investments and loans [2].",['khmersme_starting_business_step_6'],"['khmersme_starting_business', 'khmersme_starting_business', 'supporting_msmes_sdgs_cambodia', 'khmersme_starting_business_step_5', 'supporting_msmes_sdgs_cambodia']",5,5,5,1,[],False
q062,How can an entrepreneur prepare to finance a business?,"To prepare for financing a business, entrepreneurs can take several steps:

1.  **Create a Business Plan:** If you intend to get outside financing through a loan or investment, developing a business plan is mandatory [4]. This document serves as a road map that helps you outline how much money you will need and how the business plans to achieve profitability [4]. For seeking investment or a loan specifically, this plan must describe your operations and financial forecasts in greater detail than if it were only for internal guidance [4].
2.  **Consider Investor Expectations:** Be aware that investors, such as venture capitalists and business angels, may expect the company to have some existing self-funding or existing equity before they will invest [2].
3.  **Identify Funding Needs:** When preparing your approach, consider various funding methods whether you are starting from scratch or acquiring an established business or franchise [2]. You may also need financing for specific assets such as inventory, machinery, vehicles, and property [2].",['khmersme_starting_business_step_6'],"['khmersme_starting_business', 'khmersme_starting_business_step_6', 'khmersme_starting_business_step_1', 'khmersme_starting_business_step_4', 'online_business_registration_guide']",5,5,5,5,[],False
q063,Where can SMEs find guidance on business financing?,The knowledge base does not contain enough information to answer this question.,['khmersme_starting_business_step_6'],"['supporting_msmes_sdgs_cambodia', 'supporting_msmes_sdgs_cambodia', 'supporting_msmes_sdgs_cambodia', 'supporting_msmes_sdgs_cambodia', 'supporting_msmes_sdgs_cambodia']",5,5,5,5,[],False
q064,What should founders assess before seeking startup funds?,"Before seeking startup funds, founders should thoroughly assess several key areas related to market viability and business planning [2]:

**Market Assessment and Differentiation:**
*   Assess competitors by determining what value they provide and what they are missing from the market, while also checking for potential saturation [2].
*   Determine if there are enough customers for the proposed type of business (e.g., a coffee shop or flower shop) [2].
*   If entering a crowded market, founders must define their Unique Selling Proposition (USP) to differentiate themselves, such as offering specialized services or lower prices [2].

**Validation and Planning:**
*   Conduct field tests for the idea, product, or service by speaking to potential customers to gauge interest and determine if they would be willing to pay for it. Methods include sending out surveys, talking in person, running ads, or attempting a pre-sale campaign [2].
*   Develop a business plan, which serves as a road map. This is essential whether starting small with personal funds or seeking external financing through a loan or investment [2].
*   A formal business plan typically includes elements such as an Executive Summary, Company overview, Industry and Market Analysis, Marketing Plan, Operational Plan, and Financial Strategy [2].

**Financial Readiness:**
*   Be aware that investors, such as venture capitalists or business angels, may require a certain level of existing self-funding or existing equity in the business before investing [1].",['khmersme_starting_business_step_6'],"['khmersme_starting_business_step_6', 'khmersme_starting_business', 'gdt_tax_faq', 'khmersme_starting_business_step_1', 'technology_adoption_transfer_cambodia']",5,5,5,2,[],False
q065,At what stage should financing be planned?,The knowledge base does not contain enough information to answer this question.,['khmersme_starting_business_step_6'],"['khmersme_starting_business', 'khmersme_starting_business_step_6', 'technology_adoption_transfer_cambodia', 'khmersme_starting_business_step_4', 'gdt_tax_faq']",1,1,1,1,['The knowledge base does not contain enough information to answer this question.'],True
q066,What law governs investment in Cambodia?,"The overarching law that governs investment in Cambodia is the Law on Investment of the Kingdom of Cambodia [1], [2], [3], [4], and [5].",['cambodia_investment_law_2021'],"['cambodia_investment_law_2021', 'cambodia_investment_law_2021', 'cambodia_investment_law_2021', 'cambodia_investment_law_2021', 'cambodia_investment_law_2021']",5,5,5,5,[],False
q067,What does Cambodia’s 2021 investment law cover?,The knowledge base does not contain enough information to answer this question.,['cambodia_investment_law_2021'],"['cambodia_investment_law_2021', 'cambodia_investment_law_2021', 'cambodia_investment_law_2021', 'cambodia_investment_law_2021', 'cambodia_investment_law_2021']",1,1,1,1,['The knowledge base does not contain enough information to answer this question.'],True
q068,Where can investors read the Law on Investment?,The knowledge base does not contain enough information to answer this question.,['cambodia_investment_law_2021'],"['cambodia_investment_law_2021', 'cambodia_investment_law_2021', 'cambodia_investment_law_2021', 'cambodia_investment_law_2021', 'cambodia_investment_law_2021']",5,5,5,5,[],False
q069,Which official source explains Cambodian investment rules?,"According to the provided evidence, the primary official source that explains Cambodian investment rules is the **Law on Investment of the Kingdom of Cambodia**.

Specific provisions related to these rules are detailed within several sections and pages of this law:

*   **General Provisions and Definitions:** The Law establishes the aim of attracting investments for socio-economic development by promoting an open, transparent, predictable, and favorable legal framework [3]. It defines key terms such as ""Qualified Investment Project"" (QIP), ""Expanded Qualified Investment Project"" (EQIP), and ""Guaranteed Investment Project"" (GIP) [3].
*   **Investment Guarantees and Protection:** The law outlines investor protections, stating that the State shall not undertake nationalization or expropriation of investments without meeting conditions such as non-discrimination and fair compensation [4]. Furthermore, investors are entitled to repatriate foreign currencies associated with their investment [4].
*   **Implementation and Transitory Provisions:** The Law stipulates how it is implemented, noting that upon its entry into force, the Royal Government of Cambodia must issue a Sub-Decree for comprehensive implementation [2].",['cambodia_investment_law_2021'],"['cambodia_investment_law_2021', 'cambodia_investment_law_2021', 'cambodia_investment_law_2021', 'cambodia_investment_law_2021', 'supporting_msmes_sdgs_cambodia']",5,5,5,5,[],False
